Timestamp,Source IP,Destination IP,Source Port,Destination Port,TTL,Protocol,Flags,Length,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std
1711787014.617242,192.168.246.147,13.107.6.158,53532,443,128,6,DF,144,3.5555570125579834,54,0,7289,0,957,54,132.52727272727273,0.07967171717171714
1711787014.643724,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,3.5599799156188965,66,0,15032,0,1434,54,224.3582089552239,3.154781647318961
1711787014.654557,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,3.570812940597534,67,0,15086,0,1434,54,221.85294117647058,3.10838779956427
1711787014.790682,13.107.6.158,192.168.246.147,443,53532,115,6,DF,357,3.7069380283355713,68,0,15443,0,1434,54,223.81159420289856,0.3730767669386595
1711787014.790762,13.107.6.158,192.168.246.147,443,53532,115,6,DF,92,3.7070178985595703,69,0,15535,0,1434,54,221.92857142857142,1.4122670807453415
1711787014.790779,192.168.246.147,13.107.6.158,53532,443,128,6,DF,54,3.7290940284729004,55,0,7343,0,957,54,131.125,1.4282407407407407
1711787015.238549,192.168.246.147,13.107.6.158,53532,443,128,6,DF,169,4.1768639087677,56,0,7512,0,957,54,131.78947368421052,0.2201806290875117
1711787015.238601,192.168.246.147,13.107.6.158,53532,443,128,6,DF,145,4.176915884017944,57,0,7657,0,957,54,132.01724137931035,0.0895362663495838
1711787015.272688,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,4.188943862915039,70,0,15589,0,1434,54,219.56338028169014,3.065988523735003
1711787015.279625,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,4.195880889892578,71,0,15643,0,1434,54,217.26388888888889,3.023405349794239
1711787015.464682,13.107.6.158,192.168.246.147,443,53532,115,6,DF,358,4.3809380531311035,72,0,16001,0,1434,54,219.1917808219178,0.3877324558046989
1711787015.464756,13.107.6.158,192.168.246.147,443,53532,115,6,DF,92,4.381011962890625,73,0,16093,0,1434,54,217.47297297297297,1.3638366627497063
1711787015.464772,192.168.246.147,13.107.6.158,53532,443,128,6,DF,54,4.40308690071106,58,0,7711,0,957,54,130.6949152542373,1.4202762084118017
1711787019.928589,192.168.246.147,104.199.240.237,52953,4070,128,6,DF,65,0.0,1,0,65,0,65,65,32.5,0
1711787020.042766,104.199.240.237,192.168.246.147,4070,52953,56,6,DF,65,0.0,1,0,65,0,65,65,32.5,0
1711787020.088126,192.168.246.147,104.199.240.237,52953,4070,128,6,DF,54,0.15953683853149414,2,0,119,0,65,54,39.666666666666664,0.26543209876543217
1711787020.300995,192.168.246.147,192.168.246.93,61018,53,128,17,,74,0.0,1,0,74,0,74,74,37.0,0
1711787020.301196,192.168.246.147,192.168.246.93,64195,53,128,17,,74,0.0,1,0,74,0,74,74,37.0,0
1711787020.301333,192.168.246.147,192.168.246.93,54065,53,128,17,,74,0.0,1,0,74,0,74,74,37.0,0
1711787020.350015,192.168.246.93,192.168.246.147,53,64195,64,17,DF,106,0.0,1,0,106,0,106,106,53.0,0
1711787020.350937,192.168.246.93,192.168.246.147,53,54065,64,17,DF,147,0.0,1,0,147,0,147,147,73.5,0
1711787020.352947,192.168.246.93,192.168.246.147,53,61018,64,17,DF,130,0.0,1,0,130,0,130,130,65.0,0
1711787022.011344,192.168.246.147,192.168.246.93,50974,53,128,17,,88,0.0,1,0,88,0,88,88,44.0,0
1711787022.011541,192.168.246.147,192.168.246.93,64459,53,128,17,,88,0.0,1,0,88,0,88,88,44.0,0
1711787022.011689,192.168.246.147,192.168.246.93,60604,53,128,17,,88,0.0,1,0,88,0,88,88,44.0,0
1711787022.026056,192.168.246.93,192.168.246.147,53,50974,64,17,DF,449,0.0,1,0,449,0,449,449,224.5,0
1711787022.0411,192.168.246.93,192.168.246.147,53,60604,64,17,DF,172,0.0,1,0,172,0,172,172,86.0,0
1711787022.052042,192.168.246.93,192.168.246.147,53,64459,64,17,DF,216,0.0,1,0,216,0,216,216,108.0,0
1711787022.333795,192.168.246.147,192.168.246.93,59039,53,128,17,,75,0.0,1,0,75,0,75,75,37.5,0
1711787022.33404,192.168.246.147,192.168.246.93,52691,53,128,17,,75,0.0,1,0,75,0,75,75,37.5,0
1711787022.334207,192.168.246.147,192.168.246.93,63455,53,128,17,,75,0.0,1,0,75,0,75,75,37.5,0
1711787022.3344,192.168.246.93,192.168.246.147,53,59039,64,17,DF,224,0.0,1,0,224,0,224,224,112.0,0
1711787022.334527,192.168.246.93,192.168.246.147,53,52691,64,17,DF,368,0.0,1,0,368,0,368,368,184.0,0
1711787022.354049,192.168.246.93,192.168.246.147,53,63455,64,17,DF,124,0.0,1,0,124,0,124,124,62.0,0
1711787024.662993,192.168.246.147,13.107.6.158,53532,443,128,6,DF,166,13.60130786895752,59,0,7877,0,957,54,131.28333333333333,0.20913654618473898
1711787024.663049,192.168.246.147,13.107.6.158,53532,443,128,6,DF,121,13.601363897323608,60,0,7998,0,957,54,131.11475409836066,0.08359300907736085
1711787024.709838,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,13.626093864440918,74,0,16147,0,1434,54,215.29333333333332,2.9869135802469136
1711787024.808793,13.107.6.158,192.168.246.147,443,53532,115,6,DF,356,13.725049018859863,75,0,16503,0,1434,54,217.14473684210526,0.39004287403903015
1711787024.808854,13.107.6.158,192.168.246.147,443,53532,115,6,DF,92,13.725110054016113,76,0,16595,0,1434,54,215.5194805194805,1.3426030491247882
1711787024.808872,192.168.246.147,13.107.6.158,53532,443,128,6,DF,54,13.74718689918518,61,0,8052,0,957,54,129.8709677419355,1.4050179211469536
1711787024.809424,192.168.246.147,13.107.6.158,53532,443,128,6,DF,96,13.7477388381958,62,0,8148,0,957,54,129.33333333333334,0.3472222222222223
1711787024.816043,192.168.246.147,13.107.6.158,53532,443,128,6,DF,169,13.754357814788818,63,0,8317,0,957,54,129.953125,0.2310465976331361
1711787024.8161,192.168.246.147,13.107.6.158,53532,443,128,6,DF,122,13.754414796829224,64,0,8439,0,957,54,129.83076923076922,0.06418663303909197
1711787024.842417,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,13.758672952651978,77,0,16649,0,1434,54,213.44871794871796,2.9527540360873696
1711787024.842488,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,13.75874400138855,78,0,16703,0,1434,54,211.43037974683546,2.9153774027191752
1711787024.849913,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,13.76616883277893,79,0,16757,0,1434,54,209.4625,2.878935185185185
1711787024.945814,13.107.6.158,192.168.246.147,443,53532,115,6,DF,355,13.862069845199585,80,0,17112,0,1434,54,211.25925925925927,0.4049034950443401
1711787024.945872,13.107.6.158,192.168.246.147,443,53532,115,6,DF,92,13.862128019332886,81,0,17204,0,1434,54,209.8048780487805,1.2804878048780488
1711787024.945887,192.168.246.147,13.107.6.158,53532,443,128,6,DF,54,13.884202003479004,65,0,8493,0,957,54,128.6818181818182,1.382996632996633
1711787024.983845,192.168.246.147,13.107.6.158,53532,443,128,6,DF,169,13.922159910202026,66,0,8662,0,957,54,129.28358208955223,0.23500839000264956
1711787024.983911,192.168.246.147,13.107.6.158,53532,443,128,6,DF,123,13.922225952148438,67,0,8785,0,957,54,129.19117647058823,0.050334768053562864
1711787025.010796,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,13.927052021026611,82,0,17258,0,1434,54,207.9277108433735,2.8505131637661756
1711787025.012775,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,13.929030895233154,83,0,17312,0,1434,54,206.0952380952381,2.81657848324515
1711787025.111834,13.107.6.158,192.168.246.147,443,53532,115,6,DF,356,14.028090000152588,84,0,17668,0,1434,54,207.85882352941175,0.4161269001982816
1711787025.111915,13.107.6.158,192.168.246.147,443,53532,115,6,DF,92,14.028171062469482,85,0,17760,0,1434,54,206.51162790697674,1.2446916076845298
1711787025.111932,192.168.246.147,13.107.6.158,53532,443,128,6,DF,54,14.050246953964233,68,0,8839,0,957,54,128.1014492753623,1.3722490606548576
1711787025.593578,192.168.246.147,13.107.6.158,53532,443,128,6,DF,166,14.531893014907837,69,0,9005,0,957,54,128.64285714285714,0.22504302925989675
1711787025.593644,192.168.246.147,13.107.6.158,53532,443,128,6,DF,124,14.531958818435669,70,0,9129,0,957,54,128.57746478873239,0.036915038618809556
1711787025.625854,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,14.542109966278076,86,0,17814,0,1434,54,204.75862068965517,2.7918263090676882
1711787025.720872,13.107.6.158,192.168.246.147,443,53532,115,6,DF,344,14.637127876281738,87,0,18158,0,1434,54,206.3409090909091,0.4001717758985201
1711787025.720959,13.107.6.158,192.168.246.147,443,53532,115,6,DF,92,14.63721489906311,88,0,18250,0,1434,54,205.0561797752809,1.2288715192965314
1711787025.720977,192.168.246.147,13.107.6.158,53532,443,128,6,DF,54,14.659291982650757,71,0,9183,0,957,54,127.54166666666667,1.3618827160493827
1711787025.785228,192.168.246.147,13.107.6.158,53532,443,128,6,DF,166,14.723542928695679,72,0,9349,0,957,54,128.06849315068493,0.22850305330912693
1711787025.78529,192.168.246.147,13.107.6.158,53532,443,128,6,DF,125,14.723604917526245,73,0,9474,0,957,54,128.02702702702703,0.024216216216216252
1711787025.814887,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,14.7311429977417,89,0,18304,0,1434,54,203.37777777777777,2.7662551440329217
1711787025.91092,13.107.6.158,192.168.246.147,443,53532,115,6,DF,359,14.827175855636597,90,0,18663,0,1434,54,205.0879120879121,0.42872447886375464
1711787025.911014,13.107.6.158,192.168.246.147,443,53532,115,6,DF,92,14.827270030975342,91,0,18755,0,1434,54,203.8586956521739,1.2158553875236293
1711787025.911039,192.168.246.147,13.107.6.158,53532,443,128,6,DF,54,14.849354028701782,74,0,9528,0,957,54,127.04,1.3525925925925928
1711787026.045515,192.168.246.147,13.107.6.158,53532,443,128,6,DF,166,14.983829975128174,75,0,9694,0,957,54,127.55263157894737,0.23161065313887128
1711787026.045574,192.168.246.147,13.107.6.158,53532,443,128,6,DF,126,14.983888864517212,76,0,9820,0,957,54,127.53246753246754,0.012162440733869328
1711787026.075823,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,14.992079019546509,92,0,18809,0,1434,54,202.247311827957,2.745320589406611
1711787026.179842,13.107.6.158,192.168.246.147,443,53532,115,6,DF,310,15.096097946166992,93,0,19119,0,1434,54,203.39361702127658,0.343891557995882
1711787026.179914,13.107.6.158,192.168.246.147,443,53532,115,6,DF,139,15.09616994857788,94,0,19258,0,1434,54,202.7157894736842,0.45838697463082156
1711787026.17993,192.168.246.147,13.107.6.158,53532,443,128,6,DF,54,15.118244886398315,77,0,9874,0,957,54,126.58974358974359,1.3442545109211776
1711787026.17995,13.107.6.158,192.168.246.147,443,53532,115,6,DF,92,15.096205949783325,95,0,19350,0,1434,54,201.5625,1.1908967391304348
1711787026.229197,192.168.246.147,13.107.6.158,53532,443,128,6,DF,54,15.167511940002441,78,0,9928,0,957,54,125.67088607594937,1.3272386310360995
1711787026.30241,192.168.246.147,13.107.6.158,53532,443,128,6,DF,166,15.240724802017212,79,0,10094,0,957,54,126.175,0.23990963855421688
1711787026.302476,192.168.246.147,13.107.6.158,53532,443,128,6,DF,128,15.240790843963623,80,0,10222,0,957,54,126.19753086419753,0.014081790123456783
1711787026.327831,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,15.244086980819702,96,0,19404,0,1434,54,200.04123711340208,2.70446735395189
1711787026.342284,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,15.258539915084839,97,0,19458,0,1434,54,198.55102040816325,2.6768707482993195
1711787026.437897,13.107.6.158,192.168.246.147,443,53532,115,6,DF,356,15.354152917861938,98,0,19814,0,1434,54,200.14141414141415,0.43780501645670183
1711787026.437981,13.107.6.158,192.168.246.147,443,53532,115,6,DF,92,15.354236841201782,99,0,19906,0,1434,54,199.06,1.163695652173913
1711787026.438003,192.168.246.147,13.107.6.158,53532,443,128,6,DF,54,15.376317977905273,81,0,10276,0,957,54,125.3170731707317,1.3206865401987353
1711787026.549958,192.168.246.147,13.107.6.158,53532,443,128,6,DF,166,15.488272905349731,82,0,10442,0,957,54,125.80722891566265,0.24212512701408043
1711787026.550022,192.168.246.147,13.107.6.158,53532,443,128,6,DF,130,15.48833680152893,83,0,10572,0,957,54,125.85714285714286,0.03186813186813184
1711787026.580838,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,15.497093915939331,100,0,19960,0,1434,54,197.62376237623764,2.6596993032636598
1711787026.580894,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,15.49714994430542,101,0,20014,0,1434,54,196.2156862745098,2.6336238198983297
1711787026.676869,13.107.6.158,192.168.246.147,443,53532,115,6,DF,356,15.593124866485596,102,0,20370,0,1434,54,197.76699029126215,0.44447474637285916
1711787026.676953,13.107.6.158,192.168.246.147,443,53532,115,6,DF,92,15.593209028244019,103,0,20462,0,1434,54,196.75,1.138586956521739
1711787026.676982,192.168.246.147,13.107.6.158,53532,443,128,6,DF,54,15.615296840667725,84,0,10626,0,957,54,125.01176470588236,1.315032679738562
1711787026.697948,192.168.246.147,13.107.6.158,53532,443,128,6,DF,169,15.636262893676758,85,0,10795,0,957,54,125.52325581395348,0.25725884133755333
1711787026.698027,192.168.246.147,13.107.6.158,53532,443,128,6,DF,131,15.63634181022644,86,0,10926,0,957,54,125.58620689655173,0.041326664911818856
1711787026.730973,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,15.647228956222534,104,0,20516,0,1434,54,195.3904761904762,2.6183421516754852
1711787026.741834,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,15.658089876174927,105,0,20570,0,1434,54,194.0566037735849,2.5936408106219426
1711787026.834927,13.107.6.158,192.168.246.147,443,53532,115,6,DF,502,15.751183032989502,106,0,21072,0,1434,54,196.93457943925233,0.6077000409576647
1711787026.83498,13.107.6.158,192.168.246.147,443,53532,115,6,DF,92,15.751235961914062,107,0,21164,0,1434,54,195.96296296296296,1.1300322061191626
1711787026.834995,192.168.246.147,13.107.6.158,53532,443,128,6,DF,54,15.77330994606018,87,0,10980,0,957,54,124.77272727272727,1.3106060606060606
1711787026.883883,192.168.246.147,13.107.6.158,53532,443,128,6,DF,166,15.822197914123535,88,0,11146,0,957,54,125.23595505617978,0.24556653580614593
1711787026.883935,192.168.246.147,13.107.6.158,53532,443,128,6,DF,133,15.82224988937378,89,0,11279,0,957,54,125.32222222222222,0.057727652464494565
1711787026.904884,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,15.821140050888062,108,0,21218,0,1434,54,194.6605504587156,2.6048250084947333
1711787026.910917,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,15.827172994613647,109,0,21272,0,1434,54,193.38181818181818,2.581144781144781
1711787027.005876,13.107.6.158,192.168.246.147,443,53532,115,6,DF,343,15.922132015228271,110,0,21615,0,1434,54,194.72972972972974,0.4322748404381057
1711787027.005959,13.107.6.158,192.168.246.147,443,53532,115,6,DF,92,15.922214984893799,111,0,21707,0,1434,54,193.8125,1.106657608695652
1711787027.005977,192.168.246.147,13.107.6.158,53532,443,128,6,DF,54,15.944291830062866,90,0,11333,0,957,54,124.53846153846153,1.3062678062678061
1711787027.109924,192.168.246.147,13.107.6.158,53532,443,128,6,DF,166,16.04823899269104,91,0,11499,0,957,54,124.98913043478261,0.2470534311157674
1711787027.109975,192.168.246.147,13.107.6.158,53532,443,128,6,DF,135,16.048290014266968,92,0,11634,0,957,54,125.09677419354838,0.07335722819593789
1711787027.141214,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,16.057469844818115,112,0,21761,0,1434,54,192.57522123893804,2.5662078007210747
1711787027.143245,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,16.05950093269348,113,0,21815,0,1434,54,191.359649122807,2.5436972059779075
1711787027.243887,13.107.6.158,192.168.246.147,443,53532,115,6,DF,357,16.16014289855957,114,0,22172,0,1434,54,192.8,0.4599439775910364
1711787027.243957,13.107.6.158,192.168.246.147,443,53532,115,6,DF,92,16.160212993621826,115,0,22264,0,1434,54,191.93103448275863,1.0862068965517242
1711787027.243974,192.168.246.147,13.107.6.158,53532,443,128,6,DF,54,16.182288885116577,93,0,11688,0,957,54,124.34042553191489,1.3026004728132388
1711787028.981536,192.168.246.147,192.168.246.255,57621,57621,128,17,,86,0.0,1,0,86,0,86,86,43.0,0
1711787030.026715,192.168.246.147,35.186.224.35,52951,443,128,6,DF,82,0.0,1,0,82,0,82,82,41.0,0
1711787030.046909,35.186.224.35,192.168.246.147,443,52951,57,6,,54,0.0,1,0,54,0,54,54,27.0,0
1711787030.118938,35.186.224.35,192.168.246.147,443,52951,57,6,,78,0.07202887535095215,2,0,132,0,78,54,44.0,0.4358974358974359
1711787030.168803,192.168.246.147,35.186.224.35,52951,443,128,6,DF,54,0.1420879364013672,2,0,136,0,82,54,45.333333333333336,0.1604938271604938
1711787031.452439,192.168.246.147,204.79.197.203,53519,443,128,6,DF,55,0.0,1,0,55,0,55,55,27.5,0
1711787031.473033,204.79.197.203,192.168.246.147,443,53519,117,6,DF,66,0.0,1,0,66,0,66,66,33.0,0
1711787033.435535,192.168.246.147,23.212.252.80,53490,443,128,6,DF,55,0.0,1,0,55,0,55,55,27.5,0
1711787033.500011,23.212.252.80,192.168.246.147,443,53490,56,6,DF,66,0.0,1,0,66,0,66,66,33.0,0
1711787033.742895,192.168.246.147,23.212.252.80,53500,443,128,6,DF,55,0.0,1,0,55,0,55,55,27.5,0
1711787033.797027,23.212.252.80,192.168.246.147,443,53500,56,6,DF,66,0.0,1,0,66,0,66,66,33.0,0
1711787035.34756,192.168.246.147,13.107.6.158,53532,443,128,6,DF,169,24.285874843597412,94,0,11857,0,957,54,124.81052631578947,0.2614761756462161
1711787035.347614,192.168.246.147,13.107.6.158,53532,443,128,6,DF,136,24.285928964614868,95,0,11993,0,957,54,124.92708333333333,0.08141850490196081
1711787035.384138,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,24.30039405822754,116,0,22318,0,1434,54,190.75213675213675,2.5324469768914213
1711787035.393031,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,24.30928683280945,117,0,22372,0,1434,54,189.59322033898306,2.5109855618330195
1711787035.491106,13.107.6.158,192.168.246.147,443,53532,115,6,DF,356,24.40736198425293,118,0,22728,0,1434,54,190.99159663865547,0.46350675101501276
1711787035.491183,13.107.6.158,192.168.246.147,443,53532,115,6,DF,92,24.40743899345398,119,0,22820,0,1434,54,190.16666666666666,1.0670289855072463
1711787035.491201,192.168.246.147,13.107.6.158,53532,443,128,6,DF,54,24.429515838623047,96,0,12047,0,957,54,124.19587628865979,1.2999236349751813
1711787035.491775,192.168.246.147,13.107.6.158,53532,443,128,6,DF,96,24.430089950561523,97,0,12143,0,957,54,123.90816326530613,0.2907100340136055
1711787035.52239,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,24.438645839691162,120,0,22874,0,1434,54,189.04132231404958,2.500765228037955
1711787035.621141,192.168.246.147,13.107.6.158,53532,443,128,6,DF,166,24.55945587158203,98,0,12309,0,957,54,124.33333333333333,0.25100401606425704
1711787035.621214,192.168.246.147,13.107.6.158,53532,443,128,6,DF,137,24.559528827667236,99,0,12446,0,957,54,124.46,0.09153284671532852
1711787035.65102,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,24.567276000976562,121,0,22928,0,1434,54,187.9344262295082,2.4802671523983
1711787035.659002,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,24.575258016586304,122,0,22982,0,1434,54,186.84552845528455,2.4601023788015657
1711787035.760038,13.107.6.158,192.168.246.147,443,53532,115,6,DF,356,24.67629384994507,123,0,23338,0,1434,54,188.20967741935485,0.4713211308445089
1711787035.760116,13.107.6.158,192.168.246.147,443,53532,115,6,DF,92,24.676372051239014,124,0,23430,0,1434,54,187.44,1.037391304347826
1711787035.760134,192.168.246.147,13.107.6.158,53532,443,128,6,DF,54,24.69844889640808,100,0,12500,0,957,54,123.76237623762377,1.291895856252292
1711787035.799288,192.168.246.147,13.107.6.158,53532,443,128,6,DF,169,24.737602949142456,101,0,12669,0,957,54,124.20588235294117,0.2650539505743126
1711787035.799355,192.168.246.147,13.107.6.158,53532,443,128,6,DF,138,24.737669944763184,102,0,12807,0,957,54,124.33980582524272,0.09898691430983536
1711787035.825146,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,24.74140191078186,125,0,23484,0,1434,54,186.38095238095238,2.451499118165785
1711787035.827202,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,24.743458032608032,126,0,23538,0,1434,54,185.33858267716536,2.4321959755030624
1711787035.924112,13.107.6.158,192.168.246.147,443,53532,115,6,DF,356,24.840368032455444,127,0,23894,0,1434,54,186.671875,0.47564080056179775
1711787035.92419,13.107.6.158,192.168.246.147,443,53532,115,6,DF,92,24.84044599533081,128,0,23986,0,1434,54,185.93798449612405,1.0210650488709134
1711787035.924208,192.168.246.147,13.107.6.158,53532,443,128,6,DF,54,24.862522840499878,103,0,12861,0,957,54,123.66346153846153,1.2900641025641024
1711787036.110036,192.168.246.147,13.107.6.158,53532,443,128,6,DF,166,25.04835081100464,104,0,13027,0,957,54,124.06666666666666,0.2526104417670683
1711787036.110099,192.168.246.147,13.107.6.158,53532,443,128,6,DF,140,25.0484139919281,105,0,13167,0,957,54,124.21698113207547,0.11273584905660375
1711787036.141041,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,25.057296991348267,129,0,24040,0,1434,54,184.92307692307693,2.424501424501425
1711787036.148084,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,25.064339876174927,130,0,24094,0,1434,54,183.9236641221374,2.405993780039582
1711787036.246058,13.107.6.158,192.168.246.147,443,53532,115,6,DF,356,25.16231393814087,131,0,24450,0,1434,54,185.22727272727272,0.4796986721144025
1711787036.246103,13.107.6.158,192.168.246.147,443,53532,115,6,DF,92,25.16235899925232,132,0,24542,0,1434,54,184.52631578947367,1.0057208237986268
1711787036.24612,192.168.246.147,13.107.6.158,53532,443,128,6,DF,54,25.18443489074707,106,0,13221,0,957,54,123.5607476635514,1.2881619937694704
1711787036.349383,192.168.246.147,13.107.6.158,53532,443,128,6,DF,166,25.2876980304718,107,0,13387,0,957,54,123.95370370370371,0.25329094154395354
1711787036.349438,192.168.246.147,13.107.6.158,53532,443,128,6,DF,142,25.287752866744995,108,0,13529,0,957,54,124.11926605504587,0.12592066158418402
1711787036.37728,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,25.293535947799683,133,0,24596,0,1434,54,183.55223880597015,2.399115533443892
1711787036.38106,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,25.29731583595276,134,0,24650,0,1434,54,182.59259259259258,2.381344307270233
1711787036.483076,13.107.6.158,192.168.246.147,443,53532,115,6,DF,356,25.39933204650879,135,0,25006,0,1434,54,183.86764705882354,0.48351784534038333
1711787036.483151,13.107.6.158,192.168.246.147,443,53532,115,6,DF,92,25.399406909942627,136,0,25098,0,1434,54,183.1970802919708,0.9912726118692478
1711787036.483168,192.168.246.147,13.107.6.158,53532,443,128,6,DF,54,25.421482801437378,109,0,13583,0,957,54,123.48181818181818,1.2867003367003367
1711787038.472366,192.168.246.147,192.168.246.93,57895,53,128,17,,72,0.0,1,0,72,0,72,72,36.0,0
1711787038.472604,192.168.246.147,192.168.246.93,60181,53,128,17,,72,0.0,1,0,72,0,72,72,36.0,0
1711787038.472763,192.168.246.147,192.168.246.93,53905,53,128,17,,72,0.0,1,0,72,0,72,72,36.0,0
1711787038.513991,192.168.246.93,192.168.246.147,53,57895,64,17,DF,305,0.0,1,0,305,0,305,305,152.5,0
1711787038.522862,192.168.246.93,192.168.246.147,53,53905,64,17,DF,254,0.0,1,0,254,0,254,254,127.0,0
1711787038.528899,192.168.246.93,192.168.246.147,53,60181,64,17,DF,225,0.0,1,0,225,0,225,225,112.5,0
1711787040.518666,192.168.246.147,192.168.246.93,64245,53,128,17,,95,0.0,1,0,95,0,95,95,47.5,0
1711787040.518963,192.168.246.147,192.168.246.93,55558,53,128,17,,95,0.0,1,0,95,0,95,95,47.5,0
1711787040.519183,192.168.246.147,192.168.246.93,52245,53,128,17,,95,0.0,1,0,95,0,95,95,47.5,0
1711787040.563749,192.168.246.93,192.168.246.147,53,64245,64,17,DF,207,0.0,1,0,207,0,207,207,103.5,0
1711787040.571848,192.168.246.93,192.168.246.147,53,55558,64,17,DF,351,0.0,1,0,351,0,351,351,175.5,0
1711787040.597632,192.168.246.93,192.168.246.147,53,52245,64,17,DF,152,0.0,1,0,152,0,152,152,76.0,0
1711787043.396514,192.168.246.147,13.107.6.158,53532,443,128,6,DF,166,32.33482885360718,110,0,13749,0,957,54,123.86486486486487,0.25382611527189836
1711787043.396578,192.168.246.147,13.107.6.158,53532,443,128,6,DF,144,32.334892988204956,111,0,13893,0,957,54,124.04464285714286,0.138578869047619
1711787043.430322,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,32.346577882766724,137,0,25152,0,1434,54,182.2608695652174,2.375201288244767
1711787043.535201,13.107.6.158,192.168.246.147,443,53532,115,6,DF,357,32.451457023620605,138,0,25509,0,1434,54,183.5179856115108,0.48594401789492775
1711787043.53528,13.107.6.158,192.168.246.147,443,53532,115,6,DF,92,32.45153594017029,139,0,25601,0,1434,54,182.86428571428573,0.9876552795031057
1711787043.535299,192.168.246.147,13.107.6.158,53532,443,128,6,DF,54,32.47361397743225,112,0,13947,0,957,54,123.42477876106194,1.2856440511307767
1711787043.535879,192.168.246.147,13.107.6.158,53532,443,128,6,DF,96,32.474193811416626,113,0,14043,0,957,54,123.1842105263158,0.28316885964912286
1711787043.560217,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,32.47647285461426,140,0,25655,0,1434,54,181.95035460992906,2.3694510112949825
1711787043.721222,192.168.246.147,13.107.6.158,53532,443,128,6,DF,169,32.659536838531494,114,0,14212,0,957,54,123.58260869565217,0.2687419603807564
1711787043.721281,192.168.246.147,13.107.6.158,53532,443,128,6,DF,146,32.65959596633911,115,0,14358,0,957,54,123.77586206896552,0.15222012281530464
1711787043.75533,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,32.67158603668213,141,0,25709,0,1434,54,181.04929577464787,2.3527647365675532
1711787043.945726,13.107.6.158,192.168.246.147,443,53532,115,6,DF,356,32.8619818687439,142,0,26065,0,1434,54,182.27272727272728,0.48799795709908067
1711787043.945808,13.107.6.158,192.168.246.147,443,53532,115,6,DF,92,32.86206388473511,143,0,26157,0,1434,54,181.64583333333334,0.9744112318840581
1711787043.945826,192.168.246.147,13.107.6.158,53532,443,128,6,DF,54,32.884140968322754,116,0,14412,0,957,54,123.17948717948718,1.2811016144349479
1711787044.013943,192.168.246.147,13.107.6.158,53532,443,128,6,DF,169,32.95225787162781,117,0,14581,0,957,54,123.5677966101695,0.26882960585698523
1711787044.013999,192.168.246.147,13.107.6.158,53532,443,128,6,DF,148,32.9523138999939,118,0,14729,0,957,54,123.77310924369748,0.1636952078128549
1711787044.046213,13.107.6.158,192.168.246.147,443,53532,115,6,DF,54,32.96246886253357,144,0,26211,0,1434,54,180.7655172413793,2.347509578544061
1711787044.168223,13.107.6.158,192.168.246.147,443,53532,115,6,DF,357,33.08447885513306,145,0,26568,0,1434,54,181.97260273972603,0.49027282145735007
1711787044.168296,13.107.6.158,192.168.246.147,443,53532,115,6,DF,92,33.08455204963684,146,0,26660,0,1434,54,181.36054421768708,0.9713102632357291
1711787044.168314,192.168.246.147,13.107.6.158,53532,443,128,6,DF,54,33.10662889480591,119,0,14783,0,957,54,123.19166666666666,1.281327160493827
